idArticle;categorie;designation;stockAlerte;DCI1;DCI2;DCI3;prixVenteHT;prixVenteTTC;prixAchatHT;prixAchatTTC
2699;PARAPHARMACIE;BIODERMA SENSIBIO D.S+ CREME;0;;;;25,320;29,878;16,880;19,918
27;ACCESSOIRE;TENSIOME.TENSOVAL POIGNET;0;;;;115,392;115,392;76,928;76,928
270;MEDICAMENT;TOUFILEX ENF BT/8 SUPPO;10;TENOATE SODIUM;;;1,810;1,810;1,304;1,304
2700;ACCESSOIRE;ORAL-B BROSSE CRO.ACT.POWER;0;;;;21,535;25,411;15,952;18,823
2701;PREPARATION;ALCOOL ABSOLU  500CC;0;;;;4,795;4,795;3,538;3,538
2702;MEDICAMENT;VALECORT LOTION FL/15 GR;0;BETAMETHASONE;;;2,490;2,570;1,841;1,841
2703;HOMEOPATHIE;PHYTOLACCA TM 125ML;0;;;;12,260;12,260;9,316;9,316
2704;MEDICAMENT;DOLIPRANE 500MG BT/16 CP;50;PARACETAMOL;;;1,450;1,450;1,015;1,015
2705;PARAPHARMACIE;AVENE STICK AU COLD CREAM;0;;;;12,713;15,001;8,475;10,000
2706;HOMEOPATHIE;ROSMARINUS BG F/125ML;0;;;;12,260;12,260;9,316;9,316
2707;MEDICAMENT;FRAKIDEX PD OPHTALMIQUE;2;DEXAMETHASONE;FRAMYCETINE;;1,938;2,018;1,395;1,395
2708;ACCESSOIRE;LUNETTE REF SOL 2271;0;;;;18,000;23,220;12,000;15,480
2709;PARAPHARMACIE;BIODERMA ATODERM PO ZINC CREME 100;0;;;;22,725;26,816;15,150;17,877
271;MEDICAMENT;IPPROTON 20MG BT/28 GELL;2;OMEPRAZOLE;;;34,950;35,030;26,558;26,558
2710;MEDICAMENT;METFORAL 850MG;5;METFORMINE;;;2,380;2,460;1,762;1,762
2711;MEDICAMENT;DILACOR 4MG BT/30 CP;1;MOLSIDOMINE;;;7,950;8,030;5,885;5,885
2712;MEDICAMENT;TOUFILEX AD BT/8 SUPPO;5;TENOATE SODIUM;;;2,655;2,655;1,966;1,966
2713;MEDICAMENT;OPRAZOLE 20MG BT/14 CP;2;OMEPRAZOLE;;;13,230;13,310;10,053;10,053
2714;MEDICAMENT;STALORAL DPT+DF 300/100/10 IR/ML COF T;0;;;;103,190;103,190;78,412;78,412
2715;MEDICAMENT;MINIRIN SPRAY NASAL;1;DESMOPRESSINE;;;31,987;32,067;24,310;24,310
2716;MEDICAMENT;LOGECINE GM 250MG B/30;0;ERYTHROMYCINE;;;11,660;11,740;8,631;8,631
2717;MEDICAMENT;STIMOL 1GR BT/24 SACHETS;2;MALATE CITRULLINE;;;6,985;6,985;5,170;5,170
2718;MEDICAMENT;LACRIFLUID 0.13% FL/10;2;CARBOMERE;;;5,161;5,161;3,820;3,820
2719;MEDICAMENT;ARICEPT 10MG B/28;1;DONEPEZIL HYDROCHLORIDE;;;126,475;126,555;96,106;96,106
272;ACCESSOIRE;TAMPAX SUPER PLUS BT/12;2;;;;3,780;4,460;2,800;3,304
2720;MEDICAMENT;ROWASA 500MG BT/15 SUPPOS;0;MESALAZINE;;;17,541;17,541;13,329;13,329
2721;PRODUITS CHIMIQUES;MICROS FUMETERRE 100GR;0;;;;44,360;52,345;22,180;26,172
2722;MEDICAMENT;SICAFLUID 0.25'GEL 10GR;2;CARBOMERE;;;5,390;5,390;3,990;3,990
2723;MEDICAMENT;ARAVA 100MG BT/3;0;;;;91,982;92,062;69,895;69,895
2724;MEDICAMENT;LEVOPHTA 0.05' FL/5ML COL;5;LEVOCABASTINE;;;10,399;10,479;7,697;7,697
2725;PREPARATION;EOSINE ACQUEUSE 2%   60CC;0;;;;2,525;2,525;,388;,388
2726;MEDICAMENT;CYCLADOL 20MG BT/14 CP;3;PIROXICAM;CYCLODEXTRINE;;10,915;10,995;8,080;8,080
2727;MEDICAMENT;RISEK 20MG GELULES B/14;0;;;;14,552;14,632;11,058;11,058
2728;MEDICAMENT;GLIMID 1MG BT/30 CP;1;GLIMEPIRIDE;;;6,800;6,880;5,033;5,033
2729;MEDICAMENT;GLIMID 2MG BT/30 CP;1;GLIMEPIRIDE;;;10,700;10,780;7,920;7,920
273;ACCESSOIRE;TENSIOME.TENSOVAL BRASARD;0;;;;115,000;115,000;76,922;76,922
2730;HOMEOPATHIE;SOLIDAGO VIRGA AUREA 125 ML;0;;;;12,260;12,260;9,316;9,316
2731;PARAPHARMACIE;DUCRAY ICTYANE LAIT CORPO;1;;;;31,125;36,728;20,750;24,485
2732;MEDICAMENT;TAMOXIFEN 20MG COMP B/30;2;TAMOXIFENE;;;24,000;24,080;18,237;18,237
2733;MEDICAMENT;VASOBRAL COMP B/30;2;MIOCAMYCINE;;;19,290;19,370;14,657;14,657
2734;MEDICAMENT;LACTEOL FORT GELULES B/20;2;LACTOBACILLUS ACIDOPHILUS;;;4,610;4,610;3,413;3,413
2735;MEDICAMENT;SYNTHOL GM SOL FL/450ML;10;LEVOMENTHOL;VERATROLE;RESORCINOL;8,450;8,450;6,255;6,255
2736;PARAPHARMACIE;DERCOS COFFRET ANTI-CHU.H;1;;;;50,250;59,295;33,500;39,530
2737;MEDICAMENT;NORGALAX BT/6 PHARMAGHEB;10;DOCUSATE SODIUM;;;2,940;2,940;2,176;2,176
2738;HOMEOPATHIE;ORTHOSIPHON TM 125ML;0;;;;12,260;12,260;9,316;9,316
2739;MEDICAMENT;ROWASA 500 MG BT/90CP;0;;;;68,684;68,684;52,131;52,131
274;MEDICAMENT;REDULIP 20MG BT/30CP;1;SIMVASTATINE;;;29,975;30,055;22,780;22,780
2740;MEDICAMENT;BIOCINE TEST-PPD;1;;;;8,700;8,700;6,440;6,440
2741;PRODUITS CHIMIQUES;MICROS ELEUTHEROCOQUE 100;0;;;;39,328;46,407;19,664;23,203
2742;LAIT;CERELAC BANANES;0;;;;2,500;2,500;2,126;2,126
2743;PRODUITS CHIMIQUES;MICROS PENSE SAUVAGE 100G;0;;;;49,760;58,717;24,880;29,358
2744;LAIT;OSMOLAC LAIT;1;;;;16,250;16,250;13,818;13,818
2746;PARAPHARMACIE;POUPY BIBER VERRE 250ML;0;;;;6,308;7,443;4,205;4,961
2747;MEDICAMENT;AUREOMYCINE 3% PD;2;CHLORTETRACYCLINE;;;1,290;1,370;,903;,903
2748;LAIT;APTAMIL 1 AGE AR LAIT;2;;;;18,500;18,500;15,725;15,725
2749;MEDICAMENT;VIRGAN 0.15% GEL OPHT;1;GANCICLOVIR;;;14,658;14,738;11,138;11,138
275;PARAPHARMACIE;L.R.P LIPIKAR SURG.PAIN;0;;;;12,150;14,337;8,100;9,558
2750;MEDICAMENT;TERCYD 250MG BT/30 CP;2;TERBINAFINE;;;57,300;57,380;43,540;43,540
2751;MEDICAMENT;UNIGENTA 10MG BT/2 INJ;1;GENTAMICINE;;;1,400;1,480;,980;,980
2752;MEDICAMENT;TITANOREINE CREME T/20G;5;CARRAGHENATES;DIOXYDE TITANE;OXYDE ZINC;4,850;4,850;3,590;3,590
2753;MEDICAMENT;HAVRIX 720 PEDIATRIE 0.5M;10;;;;39,212;39,212;29,796;29,796
2754;ACCESSOIRE;ORAL-B EXPERT CLEAN SOFT 35;2;;;;3,983;4,700;2,950;3,481
2755;MEDICAMENT;CLAVOR 100MG FL/60ML;3;MANNITOLO;ACIDE CLAVULANIQUE;;8,310;8,390;6,151;6,151
2756;MEDICAMENT;FOLICUM 5MG BT/20CP;3;ACIDE FOLIQUE;;;1,203;1,203;,842;,842
2757;MEDICAMENT;IPPROTON 40MG BT/1INJ;0;OMEPRAZOLE;;;13,900;13,980;10,538;10,538
2758;LAIT;NAN HA 2 AGE;2;;;;15,478;15,478;13,162;13,162
2759;MEDICAMENT;SAMIXON 1000 IV/IM;0;;;;6,219;6,299;4,603;4,603
276;MEDICAMENT;FLUCAZOLE  50MG BT/7 GELU;1;FLUCONAZOL;;;23,950;24,030;18,200;18,200
2760;MEDICAMENT;ALMIDE COLLYRE;3;LODOXAMIDE;;;4,943;4,943;3,659;3,659
2761;MEDICAMENT;SOTALEX 80MG BT/30CP;1;SOTALOL;;;6,061;6,141;4,486;4,486
2762;MEDICAMENT;SOTALEX 160MG BT/30 CP;1;SOTALOL;;;11,350;11,430;8,401;8,401
2763;MEDICAMENT;TAHOR 10MG BT/56 CP;2;ATORVASTATINE;;;58,270;58,350;44,278;44,278
2764;MEDICAMENT;CALPEROS 500MG BT/30CP;5;CARBONATE CALCIUM;;;4,340;4,340;3,212;3,212
2765;MEDICAMENT;DICLOPAL 100MG B/10 SUPP;2;DICLOFENAC;;;4,345;4,425;3,216;3,216
2766;MEDICAMENT;SRILANE PD T/60 GR;1;;;;3,805;3,805;2,816;2,816
2767;MEDICAMENT;OKACIN COLLYRE FL/5ML;2;LOMEFLOXACINE;;;5,669;5,669;4,196;4,196
2768;PARAPHARMACIE;AKILDIA HUILE DE BAIN;0;;;;6,234;7,356;4,156;4,904
2769;MEDICAMENT;LOVENOX 100MG/1ML BT/2;0;ENOXAPARINE;;;34,915;34,995;26,531;26,531
277;HOMEOPATHIE;BALLOTA FOETIDA 125ML;1;;;;12,260;12,260;9,316;9,316
2770;MEDICAMENT;OSCILLOCOCCINUM BT/6 DOSE;10;;;;10,455;10,455;7,739;7,739
2771;PRODUITS CHIMIQUES;H.ESS VERVEINE 10ML;0;;;;18,470;21,795;9,235;10,897
2772;MEDICAMENT;TUSSIPAX ADL FL/125ML;5;GUAIFENESINE;BROMHYDRATE DEXTROMETHORPHANE;MENGLYTATE;3,385;3,385;2,506;2,506
2773;PARAPHARMACIE;NUK GOUPILLON 2 EN 1;0;;;;11,025;13,010;7,350;8,673
2774;MEDICAMENT;DOXY 200MG BT/10 CP;2;DOXYCYCLINE;;;6,300;6,380;4,663;4,663
2775;MEDICAMENT;GAMOFLO 200MG BT/10CP;2;OFLOXACINE;;;16,920;17,000;12,857;12,857
2776;PARAPHARMACIE;BABY PUR BIBE VERRE 240ML;0;;;;6,278;7,408;4,650;5,487
2777;PARAPHARMACIE;BABY PUR BIBE VERRE 125ML;0;;;;6,750;7,965;4,500;5,310
2778;ACCESSOIRE;SONDE FOLEY 18;2;;;;3,500;3,500;2,800;2,800
2779;ACCESSOIRE;BRAUN AIGUILLE 20G ROSE;2;;;;1,500;1,500;,572;,572
278;PRODUITS CHIMIQUES;MELISSA OFF TM 125ML;0;;;;9,737;9,737;7,207;7,207
2780;MEDICAMENT;CLARID 25MG/ML FL/60ML;2;CLARITHROMYCINE;;;9,800;9,880;7,254;7,254
2781;MEDICAMENT;EMLA 5% CREME T/5GR;2;LIDOCAINE;PRILOCAINE;;7,314;7,394;5,414;5,414
2782;MEDICAMENT;CARDULAR URO 2MG BT/20 CP;1;DOXAZOSINE;;;16,035;16,115;12,184;12,184
2783;MEDICAMENT;OZOTHINE DIPRO ENF B/10S;2;HUILE THEREBENTHINE;DIPROPHYLLINE;;2,737;2,737;2,026;2,026
2784;MEDICAMENT;HEXASPRAY 0.75% COLLUTOIR;5;BICLOTYMOL;;;5,545;5,545;4,104;4,104
2785;HOMEOPATHIE;AGRIMONIA TM 125ML;0;;;;12,260;12,260;9,316;9,316
2786;ACCESSOIRE;MARQ/VERTE 3 SLIPS;0;;;;9,941;11,730;7,364;8,689
2787;MEDICAMENT;LUMIGAN 0.3MG/ML FL/3ML;1;BIMATOPROST;;;35,448;35,528;26,936;26,936
2788;ACCESSOIRE;MARQ/VERTE SEMESA MINI 28;0;;;;15,719;18,548;10,479;12,365
2789;ACCESSOIRE;MARQ/VERTE SEMESA MIDI 28;1;;;;19,056;22,486;11,985;14,142
279;MEDICAMENT;EUCAMPHINE AD PD;3;MENTHOL;CAMPHRE;THYMOL;1,555;1,555;1,120;1,120
2790;MEDICAMENT;OXAPEN 250MG BT/12 GELL;0;;;;3,100;3,180;2,295;2,295
2791;MEDICAMENT;OXAPEN 500 BT/24 CP;2;OXACILLINE;;;9,295;9,375;6,880;6,880
2792;MEDICAMENT;MYCOPHYL 1% CREME;2;TERBINAFINE;;;6,300;6,380;4,663;4,663
2793;ACCESSOIRE;CURE EN SOIE DENTAIRE;1;;;;,960;1,133;,640;,755
2794;VETERINAIRE;BIAVERM BT/12 CP;2;LEVAMISOLE;NICLOSAMIDE;;8,995;9,075;6,658;6,658
2795;MEDICAMENT;TENORMINE 100MG BT/28CP;3;ATENOLOL;;;12,460;12,540;9,468;9,468
2797;MEDICAMENT;AZRO 600 MG FL/15ML;2;AZITHROMYCINE;;;5,955;6,035;4,408;4,408
2798;PARAPHARMACIE;SVR SPIRIAL PAIN;0;;;;13,873;16,370;9,246;10,910
2799;MEDICAMENT;TOBRADEX COLLYRE;3;TOBRAMYCINE;DEXAMETHASONE;;4,192;4,272;3,103;3,103
28;ACCESSOIRE;STERI-STRIP 12MM*100MM;1;;;;2,970;2,970;1,680;1,680
280;MEDICAMENT;EUCAMPHINE NN PD;3;GAIACOLATE GLYCERYLE;;;1,970;1,970;1,418;1,418
2800;MEDICAMENT;TAMOXIFEN 10 BT/30CP;0;TAMOXIFENE;;;14,650;14,730;11,134;11,134
2801;PARAPHARMACIE;SVR PROVEGOL GEL SURGRAS 200ML;0;;;;22,800;26,904;15,200;17,936
2802;PARAPHARMACIE;SVR SPIRIAL CREME;0;;;;23,775;28,054;15,850;18,703
2803;PARAPHARMACIE;BIODERMA ECRAN MAX 100 FLUIDE;1;;;;30,150;35,577;20,100;23,718
2804;PARAPHARMACIE;SVR CREME HYDRATANTE;0;;;;20,612;24,322;13,741;16,214
2805;PARAPHARMACIE;LED POSTOPYL + SOIN;0;;;;29,295;34,568;19,530;23,045
2806;PARAPHARMACIE;BIODERMA ECRAN MAX 100 CREME;1;;;;28,575;33,719;19,050;22,479
2807;MEDICAMENT;ZEFFIX 10OMG BT/28CP;0;;;;98,023;98,103;74,437;74,437
2808;PARAPHARMACIE;PHYTOTHERA HUILE REPARATR;0;;;;11,847;13,979;7,898;9,319
2809;MEDICAMENT;SYNTHOL PM 225ML;5;LEVOMENTHOL;VERATROLE;RESORCINOL;4,710;4,710;3,486;3,486
281;MEDICAMENT;EUCAMPHINE SUPPO AD BT10;5;PROCAINE;EUCALYPTOL;CAMPHOSULFONATE SODIUM;1,555;1,555;1,120;1,120
2810;MEDICAMENT;AMPICIL 0.5GR FL/5ML;5;AMPICILLINE;;;,755;,835;,528;,528
2811;MEDICAMENT;DIFLUZOL 50MG B/7;1;FLUCONAZOL;;;23,015;23,095;17,489;17,489
2812;PARAPHARMACIE;AVENE ECRAN 50+ MINERAL;1;;;;30,381;35,850;20,254;23,899
2813;PARAPHARMACIE;PEAUDOUCE 12-18KG FIL/GAR;1;;;;5,318;6,275;3,400;4,012
2814;MEDICAMENT;AMAREL 1MG BT/30CP;3;GLIMEPIRIDE;;;11,165;11,245;8,264;8,264
2815;MEDICAMENT;AMAREL 2MG BT/30CP;3;GLIMEPIRIDE;;;17,150;17,230;13,032;13,032
2816;MEDICAMENT;AMAREL 3MG BT/30 CP;3;GLIMEPIRIDE;;;20,580;20,660;15,638;15,638
2817;MEDICAMENT;AMAREL 4MG BT/30CP;3;GLIMEPIRIDE;;;23,760;23,840;18,055;18,055
2818;MEDICAMENT;STRESAM 50MG BT/60 CP;2;;;;12,675;12,755;9,631;9,631
2819;MEDICAMENT;ANGORAL 2MG BT/30 CP;1;MOLSIDOMINE;;;4,400;4,480;3,257;3,257
282;MEDICAMENT;EUCAMPHINE SUPPO EN BT10;5;PROCAINE;EUCALYPTOL;CAMPHOSULFONATE SODIUM;1,155;1,155;,808;,808
2820;PARAPHARMACIE;TEST ACON GROS GEST STYLO;2;;;;5,400;5,400;3,401;3,605
2821;MEDICAMENT;GELUFENE 200MG BT/20GELLU;2;;;;2,535;2,535;1,876;1,876
2822;MEDICAMENT;CORICIDE LE DIABLE;2;COLLODION ELASTIQUE;ACIDE SALICYLIQUE;;8,195;8,195;6,066;6,066
2823;MEDICAMENT;PHYSIOL 0.9`10ML BT/15;5;CHLORURE SODIUM;;;2,650;2,650;1,962;1,962
2824;ACCESSOIRE;BRAUN PLAK CONTROL ULTRA;0;;;;65,916;77,781;48,827;57,615
2825;PARAPHARMACIE;CHICCO BIBE VER 250ML;1;;;;12,690;14,974;9,400;11,092
2826;MEDICAMENT;THIOMED 4MG BT/6;5;THIOCOLCHICOSIDE;;;3,775;3,855;2,794;2,794
2827;MEDICAMENT;BETADINE GYN BLEUE;1;POVIDONE IODEE;;;3,920;3,920;2,902;2,902
2828;HOMEOPATHIE;MENYANTHES TRIFOLIATA 125ML;0;;;;12,260;12,260;9,316;9,316
2829;PARAPHARMACIE;LIERAC SOIN JAMBES GEL;1;;;;16,260;20,975;12,045;15,538
283;MEDICAMENT;EUCAMPHINE SUPPO NN BT10;5;PROCAINE;EUCALYPTOL;CAMPHOSULFONATE SODIUM;,760;,760;,532;,532
2830;MEDICAMENT;VALIUM 10MG/2ML BT/6;0;DIAZEPAM;;;5,111;5,191;3,783;3,783
2831;PREPARATION;NEOCIDOL VETERINAI  125CC;0;;;;4,929;4,929;2,713;2,713
2832;PREPARATION;ACETONE GLYCERINEE  125CC;0;;;;3,000;3,000;,644;,644
2833;MEDICAMENT;CEBESINE 0.4% COLLYRE;0;;;;4,239;4,319;3,136;3,136
2834;PARAPHARMACIE;BIODERMA ECRAN TEINT DORE;1;;;;30,300;35,754;20,200;23,836
2835;PARAPHARMACIE;BIODERMA ECRAN MAX 100 LAIT;1;;;;30,885;36,444;20,590;24,296
2836;PREPARATION;NEOCIDOL VETERINAI   90CC;0;;;;3,803;3,803;2,018;2,018
2837;MEDICAMENT;ZECLAR 500MG COMP B/14;1;CLARITHROMYCINE;;;33,000;33,080;25,075;25,075
2838;MEDICAMENT;KMNO4 1G SACH.10   10CC;0;;;;4,000;4,000;,172;,172
2839;ACCESSOIRE;LUNETTE HORIZANE OPTIC;1;;;;30,604;39,479;18,605;24,000
284;MEDICAMENT;EUCAMPHINE 200ML SP;10;CODEINE;;;2,525;2,525;1,869;1,869
2840;ACCESSOIRE;NOVO FINE AIGUI 8  BT/100;1;;;;40,660;40,660;27,107;27,107
2841;PARAPHARMACIE;AVENE MASQUE APAI/HYDRATA;1;;;;29,238;34,501;19,492;23,000
2842;MEDICAMENT;ENDOXAN 200 BT/1AMP;0;CYCLOPHOSPHAMIDE;;;4,761;4,841;3,524;3,524
2843;PARAPHARMACIE;IKLEN SERUM DEPIGMENTANT;0;;;;111,825;131,954;74,550;87,969
2844;MEDICAMENT;PEVARYL SPRAY POUDRE PHAR;3;ECONAZOLE;;;7,130;7,130;5,277;5,277
2845;PARAPHARMACIE;SVR XERIAL CAPILLAIRE;0;;;;20,265;23,913;13,510;15,941
2846;MEDICAMENT;INFANRIX IPV-HIB FL/1DOSE;10;;;;63,481;63,481;48,238;48,238
2847;MEDICAMENT;ARAVA 10MG BT/30 CP;0;;;;103,202;103,282;78,421;78,421
2848;MEDICAMENT;HALDOL 2% GTT PHARMAGREB;2;HALOPERIDOL;;;1,915;1,995;1,379;1,379
2849;MEDICAMENT;FERVEX ADULTE BT/8 SACHET;50;;PARACETAMOL;ACIDE ASCORBIQUE;4,135;4,135;3,061;3,061
285;MEDICAMENT;EUPHON 150 ML SP;2;CODEINE;MALTODEXTRINE;;3,245;3,245;2,402;2,402
2850;MEDICAMENT;FERVEX ENFANT BT/8 SACHET;5;PHENIRAMINE;PARACETAMOL;ACIDE ASCORBIQUE;4,135;4,135;3,061;3,061
2851;MEDICAMENT;FERVEX ADULTE SANS SUCRE;10;PHENIRAMINE;PARACETAMOL;ACIDE ASCORBIQUE;5,030;5,030;3,723;3,723
2852;ACCESSOIRE;SERINGUE INS 1 CC TUNIS;100;;;;,342;,403;,205;,242
2853;PARAPHARMACIE;FITACNOL STICK BILLE;0;;;;4,237;5,000;2,825;3,333
2854;ACCESSOIRE;FLUOCARIL KIDS Z;3;;;;4,238;5,001;2,825;3,333
2855;MEDICAMENT;ASCABIOL SOL DERMF/125ML;3;BENZOATE BENZYLE;;;3,995;3,995;2,957;2,957
2856;PARAPHARMACIE;AVENE ECRAN 50+ LAIT MINERAL;1;;;;36,864;43,500;24,576;28,999
2857;MEDICAMENT;NORMACOL LAVE/ENFANT T/60;2;DIHYDROGENOPHOSPHATE SODIUM;HYDROGENOPHOSPHATE SODIUM;;2,770;2,770;2,050;2,050
2858;MEDICAMENT;GASTROSIDIN 40MG BT/30 CP;2;FAMOTIDINE;;;15,135;15,215;11,501;11,501
2859;MEDICAMENT;TELFAST 120MG BT/15 CP;2;FEXOFENADINE;;;7,979;8,059;5,906;5,906
286;PRODUITS CHIMIQUES;BIO-ORIENT H.E DE TEA TREE 10 ML;0;;;;13,933;16,441;8,050;9,499
2860;MEDICAMENT;TELFAST 180MG BT/15;3;FEXOFENADINE;;;8,705;8,785;6,443;6,443
2861;MEDICAMENT;COTRIMOX 480MG BT/20CP;2;TRIMETHOPRIME;SULFAMETHOXAZOLE;;2,865;2,945;2,121;2,121
2862;MEDICAMENT;TERBISIL 250MG BT/14 CP;1;TERBINAFINE;;;29,150;29,230;22,150;22,150
2863;MEDICAMENT;ZOVATIN 20MG BT/30CP;1;SIMVASTATINE;;;16,980;17,060;12,903;12,903
2864;PREPARATION;ACIDE SALICYLIQUE  250CC;0;;;;5,000;5,000;1,820;1,820
2865;MEDICAMENT;T.12/8 GTT FL/20ML;5;HEPTAMINOL;;;2,415;2,415;1,788;1,788
2866;MEDICAMENT;TEFANYL 1MG BT/60CP;1;KETOTIFENE;;;11,440;11,520;8,468;8,468
2867;MEDICAMENT;DUPHALAC SACHTES BT/20;3;LACTULOSE;;;10,955;10,955;8,109;8,109
2868;MEDICAMENT;AUGMENTIN 1G SACHET B/12;10;AMOXICILLINE;ACIDE CLAVULANIQUE;;19,115;19,195;14,525;14,525
2869;MEDICAMENT;OFLOMED 1.5MG/0.5ML BT/20;1;OFLOXACINE;;;6,720;6,800;4,974;4,974
287;MEDICAMENT;EUPHON CP;3;MALTODEXTRINE;;;2,491;2,491;1,844;1,844
2870;HOMEOPATHIE;INFLUENZINUM 15CH TD;0;;;;2,763;2,763;2,045;2,045
2871;HOMEOPATHIE;CRATAEGUS TM 125ML;0;;;;12,260;12,260;9,316;9,316
2872;MEDICAMENT;AMLOR 5MG BT/15CP;1;AMLODIPINE;;;12,497;12,577;9,498;9,498
2873;MEDICAMENT;RHUMEX SACHETS BT/8;2;PHENIRAMINE;PARACETAMOL;ACIDE ASCORBIQUE;3,185;3,185;2,358;2,358
2874;MEDICAMENT;DRILL A SUCCER BT/24 CP;10;;CHLORHEXIDINE;;6,535;6,535;4,837;4,837
2875;MEDICAMENT;XALATAN 50 UG/ML FL/2.5;1;LATANOPROST;;;34,000;34,080;25,836;25,836
2876;MEDICAMENT;RHINOSTOP SP FL/100ML;5;CHLORPHENIRAMINE;PSEUDOEPHEDRINE;PARACETAMOL;2,310;2,310;1,710;1,710
2877;MEDICAMENT;TARDYFERON 80 MG BT/30 CP;5;FER;;;4,625;4,625;3,423;3,423
2878;HOMEOPATHIE;VALERIANA 125ML TM;0;;;;12,260;12,260;9,316;9,316
2879;MEDICAMENT;TAREG 80MG BT/28 GELLULES;3;VALSARTAN;;;38,352;38,432;29,142;29,142
288;PRODUITS CHIMIQUES;LV 41;0;;;;6,700;7,906;4,000;4,720
2880;MEDICAMENT;IPPROTON 20MG BT/16 GEL;2;OMEPRAZOLE;;;19,800;19,880;15,045;15,045
2881;PRODUITS CHIMIQUES;METHOTREXATE 20MG BT/10;0;;;;34,549;34,629;26,179;26,179
2882;MEDICAMENT;LIPICARD 20MG BT/28 CP;0;SIMVASTATINE;;;23,018;23,098;17,490;17,490
2883;MEDICAMENT;DIARETYL 2MG BT/20 GELU;1;LOPERAMIDE;;;3,465;3,545;2,565;2,565
2884;MEDICAMENT;NORMOPTIC 0.25% FL/5ML;1;TIMOLOL;;;2,700;2,780;2,032;2,032
2885;MEDICAMENT;PIROXEN DISPER 20MG B/12;3;PIROXICAM;;;5,920;6,000;4,382;4,382
2886;ACCESSOIRE;THERMOMETRE MICRO.MT100;0;;;;9,000;10,620;6,000;7,080
2887;MEDICAMENT;AKLONIL 2 BT/40CP;1;CLONAZEPAM;;;4,050;4,130;2,998;2,998
2888;ACCESSOIRE;GUM FIL DENT EXPANDIN 2030;1;;;;8,937;10,546;5,958;7,030
2889;ACCESSOIRE;TITANIA LIME EMERISEES 1042/10A;2;;;;2,084;2,459;1,544;1,821
289;PRODUITS CHIMIQUES;CIRE D'ABEILLE;0;;;;6,700;7,906;4,000;4,720
2890;MEDICAMENT;VACCINIUM VITIS IDA.1DH;0;;;;9,439;9,439;6,987;6,987
2891;MEDICAMENT;CARBATOL 200MG BT/30CP;5;CARBAMAZEPINE;;;1,248;1,328;,873;,873
2892;ACCESSOIRE;STERI-STRIP 6MM*100MM;4;;;;3,015;3,015;1,763;1,763
2893;ACCESSOIRE;STERI-STRIP 6MM*75MM;2;;;;1,610;1,610;1,073;1,073
2894;MEDICAMENT;BETOPTIC 0.25% COLLYRE;2;BETAXOLOL;;;6,571;6,651;4,864;4,864
2895;MEDICAMENT;SOLIAN 200MG BT/30 CP;1;;;;37,684;37,764;28,635;28,635
2896;MEDICAMENT;UTEPLEX 2MG B/45 AMP;5;ACIDE URIDINE TRIPHOSPHORIQUE;;;17,625;17,625;13,393;13,393
2897;PARAPHARMACIE;BIODERMA NODE SHAMP FLUIDE FL/200ML;1;;;;22,950;27,081;15,300;18,054
2898;ACCESSOIRE;CANNE TRADITIONNEL COURBE;1;;;;32,000;32,000;16,296;16,296
2899;MEDICAMENT;CLARITYNE EFFERVES B/15CP;0;;;;7,456;7,536;5,519;5,519
29;PARAPHARMACIE;ECRINAL SHAMP ANP HOMME;1;;;;13,136;15,500;8,757;10,333
290;PRODUITS CHIMIQUES;MICROS MILLEPER 100GR;0;;;;37,950;44,781;25,300;29,854
2900;MEDICAMENT;DAIVONEX CREME;1;CALCIPOTRIOL;;;17,842;17,922;13,560;13,560
2901;PARAPHARMACIE;BORATE DE SOUDE 1KG;0;;;;8,832;10,422;5,299;6,252
2902;ACCESSOIRE;TITANIA COUPE ONGLE1052/2;0;;;;6,950;8,201;5,148;6,075
2903;PARAPHARMACIE;BABY HALLER CHAM/D'INHALAT;2;;;;88,262;88,262;58,841;58,841
2904;MEDICAMENT;SAFORELLE 250ML SOIN;3;;;;14,500;14,500;10,732;10,732
2905;MEDICAMENT;STERIMAR SPRAY 100ML.300M;10;CHLORURE SODIUM;;;12,084;12,084;8,951;8,951
2906;MEDICAMENT;INNOHEP  3500INJ BT/2;3;TINZAPARINE;;;12,524;12,604;9,517;9,517
2907;ACCESSOIRE;SANAGENS COLLANT CALI.140;0;;;;24,392;31,466;18,068;23,307
2908;PARAPHARMACIE;LED TRIO S CREME;0;;;;47,250;55,755;31,500;37,170
2909;PARAPHARMACIE;ECRINAL MASQUE CAPILLAIRE;1;;;;14,263;16,830;9,508;11,219
291;PRODUITS CHIMIQUES;MICROS BOULEAU 100MG;0;;;;23,330;27,529;15,497;18,286
2910;MEDICAMENT;TALIN 1.5MG SIROP 300ML;5;TERBUTALINE;;;5,410;5,490;4,004;4,004
2911;MEDICAMENT;KETUM PHARMAGHREB PDE;5;KETOPROFENE;;;4,710;4,790;3,486;3,486
2912;HOMEOPATHIE;ALFA ALFA TM 125 ML;0;;;;12,260;12,260;9,316;9,316
2913;PARAPHARMACIE;PHYTOTHERA HUILE PROTECTR;0;;;;10,989;12,967;7,326;8,644
2914;MEDICAMENT;INNOHEP  2500UI 0.25ML B/2;2;TINZAPARINE;;;9,154;9,234;6,776;6,776
2915;MEDICAMENT;KETIN SIROP FL/150ML;2;KETOTIFENE;;;4,520;4,600;3,346;3,346
